State ,County,Family,Housing1,Food1,Transportation1,Healthcare1,Other Necessities1,Childcare1,Taxes1,Total1,Housing2,Food2,Transportation2,Healthcare2,Other Necessities 2,Childcare2,Taxes2,Total2,median_family_income,st_cost_rank,st_income_rank
NC,Beaufort County,2p1c,693,590,1139,1329,465,527,660,5403,8316,7078,13674,15951,5578,6326,7916,64838,61153,56,51
NC,Beaufort County,2p2c,693,747,1176,1593,522,875,663,6269,8316,8965,14117,19111,6261,10503,7958,75232,61153,56,51
NC,Beaufort County,2p3c,954,912,1247,1856,676,982,764,7391,11448,10945,14962,22272,8114,11789,9162,88692,61153,56,51
NC,Beaufort County,2p4c,954,1116,1248,2119,750,982,741,7911,11448,13394,14974,25433,9001,11789,8895,94935,61153,56,51
NC,Bertie County,1p0c,530,250,964,528,283,0,484,3037,6360,2998,11563,6335,3391,0,5802,36449,52489,62,82
NC,Bertie County,1p1c,693,368,1022,789,385,523,498,4278,8316,4419,12261,9466,4614,6278,5978,51332,52489,62,82
NC,Bertie County,1p2c,693,540,1081,1050,447,869,511,5190,8316,6474,12972,12597,5359,10424,6135,62278,52489,62,82
NC,Bertie County,1p3c,883,720,1119,1311,581,975,631,6220,10596,8637,13433,15728,6969,11700,7575,74639,52489,62,82
NC,Bertie County,1p4c,883,881,1137,1572,639,975,619,6706,10596,10573,13647,18859,7670,11700,7429,80473,52489,62,82
NC,Bertie County,2p0c,533,458,1110,1056,359,0,559,4075,6396,5497,13326,12670,4309,0,6703,48900,52489,62,82
NC,Bertie County,2p1c,693,570,1166,1317,458,523,655,5382,8316,6842,13990,15801,5492,6278,7861,64580,52489,62,82
NC,Bertie County,2p2c,693,722,1202,1578,513,869,655,6231,8316,8665,14420,18932,6153,10424,7858,74767,52489,62,82
NC,Bertie County,2p3c,883,882,1218,1839,639,975,710,7145,10596,10579,14612,22063,7673,11700,8519,85741,52489,62,82
NC,Bertie County,2p4c,883,1079,1271,2100,711,975,689,7708,10596,12946,15258,25194,8530,11700,8273,92497,52489,62,82
NC,Bladen County,1p0c,522,262,928,505,284,0,470,2971,6264,3144,11139,6059,3409,0,5641,35655,48300,71,92
NC,Bladen County,1p1c,693,386,981,754,391,530,486,4222,8316,4633,11773,9053,4692,6362,5835,50663,48300,71,92
NC,Bladen County,1p2c,693,566,1037,1004,456,880,499,5135,8316,6788,12439,12047,5473,10564,5990,61617,48300,71,92
NC,Bladen County,1p3c,968,755,1072,1253,624,988,658,6318,11616,9056,12860,15041,7490,11857,7891,75811,48300,71,92
NC,Bladen County,1p4c,968,924,1086,1503,685,988,649,6804,11616,11085,13034,18035,8225,11857,7792,81643,48300,71,92
NC,Bladen County,2p0c,526,480,1079,1010,365,0,544,4004,6312,5763,12951,12118,4375,0,6529,48048,48300,71,92
NC,Bladen County,2p1c,693,598,1131,1259,468,530,642,5321,8316,7173,13569,15112,5612,6362,7707,63852,48300,71,92
NC,Bladen County,2p2c,693,757,1163,1509,525,880,642,6169,8316,9085,13959,18106,6305,10564,7699,74033,48300,71,92
NC,Bladen County,2p3c,968,924,1176,1758,686,988,728,7228,11616,11092,14112,21100,8228,11857,8737,86741,48300,71,92
NC,Bladen County,2p4c,968,1131,1224,2008,761,988,710,7790,11616,13573,14691,24094,9127,11857,8523,93482,48300,71,92
NC,Brunswick County,1p0c,698,282,894,455,355,0,517,3200,8376,3382,10724,5461,4260,0,6198,38403,73785,20,17
NC,Brunswick County,1p1c,841,415,963,687,455,719,579,4661,10092,4985,11562,8246,5463,8631,6953,55932,73785,20,17
NC,Brunswick County,1p2c,841,609,1033,919,525,1149,639,5715,10092,7303,12396,11031,6303,13787,7671,68584,73785,20,17
NC,Brunswick County,1p3c,1171,812,1128,1151,718,1281,901,7163,14052,9743,13539,13816,8622,15373,10813,85959,73785,20,17
NC,Brunswick County,1p4c,1171,994,1157,1383,784,1281,920,7691,14052,11926,13887,16601,9413,15373,11040,92292,73785,20,17
NC,Brunswick County,2p0c,720,517,1066,910,448,0,595,4257,8640,6201,12793,10923,5377,0,7146,51080,73785,20,17
NC,Brunswick County,2p1c,841,643,1132,1142,538,719,732,5747,10092,7718,13579,13708,6453,8631,8785,68966,73785,20,17
NC,Brunswick County,2p2c,841,815,1230,1374,600,1149,773,6782,10092,9774,14762,16493,7198,13787,9282,81388,73785,20,17
NC,Brunswick County,2p3c,1171,994,1257,1606,785,1281,899,7994,14052,11934,15086,19278,9416,15373,10791,95929,73785,20,17
NC,Brunswick County,2p4c,1171,1217,1267,1839,865,1281,907,8547,14052,14604,15205,22063,10383,15373,10883,102563,73785,20,17
NC,Buncombe County,1p0c,1144,265,845,493,511,0,661,3920,13732,3185,10142,5917,6130,0,7929,47035,69428,1,22
NC,Buncombe County,1p1c,1335,391,910,744,626,920,812,5738,16025,4694,10921,8929,7508,11035,9747,68859,69428,1,22
NC,Buncombe County,1p2c,1335,573,1023,995,692,1469,1020,7108,16025,6878,12281,11941,8299,17627,12243,85293,69428,1,22
NC,Buncombe County,1p3c,1828,765,1077,1246,940,1638,1420,8913,21939,9175,12926,14952,11274,19655,17040,106962,69428,1,22
NC,Buncombe County,1p4c,1828,936,1110,1497,1002,1638,1461,9471,21939,11231,13316,17964,12019,19655,17528,113652,69428,1,22
NC,Buncombe County,2p0c,1148,487,1024,986,592,0,744,4981,13770,5839,12291,11835,7105,0,8929,59770,69428,1,22
NC,Buncombe County,2p1c,1335,606,1141,1237,703,920,976,6918,16025,7268,13689,14846,8440,11035,11716,83021,69428,1,22
NC,Buncombe County,2p2c,1335,767,1192,1488,762,1469,1045,8058,16025,9205,14304,17858,9142,17627,12540,96701,69428,1,22
NC,Buncombe County,2p3c,1828,937,1223,1739,1002,1638,1367,9734,21939,11238,14674,20870,12021,19655,16405,116803,69428,1,22
NC,Buncombe County,2p4c,1828,1146,1237,1990,1078,1638,1395,10312,21939,13753,14843,23881,12933,19655,16737,123740,69428,1,22
NC,Burke County,1p0c,523,235,886,450,275,0,436,2805,6277,2822,10628,5401,3297,0,5235,33660,57314,89,63
NC,Burke County,1p1c,651,347,944,680,361,622,450,4054,7809,4159,11332,8157,4337,7461,5396,48650,57314,89,63
NC,Burke County,1p2c,651,508,1006,909,420,993,457,4944,7809,6094,12072,10912,5038,11917,5489,59330,57314,89,63
NC,Burke County,1p3c,844,677,1048,1139,551,1107,551,5918,10131,8129,12572,13667,6616,13288,6607,71010,57314,89,63
NC,Burke County,1p4c,844,829,1114,1368,606,1107,528,6398,10131,9951,13367,16422,7276,13288,6336,76771,57314,89,63
NC,Burke County,2p0c,526,431,1050,900,347,0,492,3746,6311,5174,12604,10803,4161,0,5901,44953,57314,89,63
NC,Burke County,2p1c,651,537,1108,1130,430,622,588,5065,7809,6439,13297,13558,5163,7461,7057,60785,57314,89,63
NC,Burke County,2p2c,651,680,1147,1359,482,993,582,5894,7809,8155,13765,16313,5785,11917,6981,70725,57314,89,63
NC,Burke County,2p3c,844,830,1218,1589,607,1107,642,6837,10131,9957,14615,19068,7278,13288,7708,82045,57314,89,63
NC,Burke County,2p4c,844,1015,1221,1819,674,1107,591,7272,10131,12185,14651,21823,8086,13288,7096,87260,57314,89,63
NC,Cabarrus County,1p0c,853,259,882,373,403,0,539,3310,10242,3113,10580,4477,4839,0,6464,39714,84126,22,6
NC,Cabarrus County,1p1c,995,382,993,564,499,773,613,4820,11943,4587,11920,6773,5990,9275,7356,57844,84126,22,6
NC,Cabarrus County,1p2c,995,560,1070,756,564,1235,676,5855,11943,6721,12843,9070,6763,14815,8111,70265,84126,22,6
NC,Cabarrus County,1p3c,1313,747,1127,947,746,1377,899,7156,15752,8966,13523,11366,8956,16519,10786,85867,84126,22,6
NC,Cabarrus County,1p4c,1313,915,1162,1138,807,1377,894,7606,15752,10975,13946,13662,9684,16519,10733,91270,84126,22,6
NC,Cabarrus County,2p0c,873,476,1115,746,489,0,605,4305,10480,5706,13386,8955,5865,0,7262,51655,84126,22,6
NC,Cabarrus County,2p1c,995,592,1189,938,575,773,744,5806,11943,7102,14265,11251,6901,9275,8933,69671,84126,22,6
NC,Cabarrus County,2p2c,995,750,1243,1129,632,1235,767,6750,11943,8995,14913,13547,7587,14815,9198,80998,84126,22,6
NC,Cabarrus County,2p3c,1313,915,1276,1320,807,1377,869,7877,15752,10982,15315,15843,9687,16519,10431,94528,84126,22,6
NC,Cabarrus County,2p4c,1313,1120,1346,1512,881,1377,874,8422,15752,13439,16152,18139,10577,16519,10488,101066,84126,22,6
NC,Caldwell County,1p0c,521,233,889,450,273,0,435,2801,6248,2791,10673,5401,3275,0,5225,33613,56792,91,65
NC,Caldwell County,1p1c,648,343,946,680,359,621,447,4043,7773,4113,11351,8157,4307,7447,5366,48514,56792,91,65
NC,Caldwell County,1p2c,648,502,1007,909,417,991,454,4928,7773,6026,12081,10912,5000,11895,5445,59132,56792,91,65
NC,Caldwell County,1p3c,840,670,1048,1139,547,1105,544,5894,10084,8039,12573,13667,6567,13264,6532,70727,56792,91,65
NC,Caldwell County,1p4c,840,820,1114,1368,602,1105,520,6370,10084,9841,13364,16422,7219,13264,6246,76440,56792,91,65
NC,Caldwell County,2p0c,523,426,1054,900,344,0,490,3739,6281,5117,12654,10803,4130,0,5883,44868,56792,91,65
NC,Caldwell County,2p1c,648,531,1111,1130,427,621,585,5053,7773,6368,13337,13558,5124,7447,7025,60632,56792,91,65
NC,Caldwell County,2p2c,648,672,1150,1359,478,991,578,5877,7773,8065,13799,16313,5739,11895,6936,70520,56792,91,65
NC,Caldwell County,2p3c,840,821,1221,1589,602,1105,637,6815,10084,9847,14646,19068,7222,13264,7650,81780,56792,91,65
NC,Caldwell County,2p4c,840,1004,1223,1819,668,1105,585,7245,10084,12050,14679,21823,8020,13264,7025,86946,56792,91,65
NC,Camden County,1p0c,868,270,1032,528,412,0,623,3733,10416,3237,12386,6335,4947,0,7478,44799,77879,6,11
NC,Camden County,1p1c,1091,398,1158,789,539,639,721,5335,13092,4771,13900,9466,6472,7666,8650,64016,77879,6,11
NC,Camden County,1p2c,1091,582,1234,1050,606,1061,838,6463,13092,6990,14807,12597,7276,12729,10060,77551,77879,6,11
NC,Camden County,1p3c,1357,777,1287,1311,773,1191,1083,7778,16284,9325,15443,15728,9279,14286,12990,93335,77879,6,11
NC,Camden County,1p4c,1357,951,1317,1572,836,1191,1118,8342,16284,11414,15808,18859,10036,14286,13412,100100,77879,6,11
NC,Camden County,2p0c,873,495,1248,1056,496,0,726,4892,10476,5935,14971,12670,5946,0,8712,58709,77879,6,11
NC,Camden County,2p1c,1091,616,1319,1317,618,639,887,6486,13092,7386,15828,15801,7420,7666,10639,77831,77879,6,11
NC,Camden County,2p2c,1091,780,1369,1578,678,1061,922,7477,13092,9354,16429,18932,8133,12729,11059,89728,77879,6,11
NC,Camden County,2p3c,1357,952,1397,1839,837,1191,1068,8640,16284,11421,16769,22063,10039,14286,12817,103680,77879,6,11
NC,Camden County,2p4c,1357,1165,1467,2100,914,1191,1115,9307,16284,13977,17603,25194,10965,14286,13375,111683,77879,6,11
NC,Carteret County,1p0c,638,302,884,533,341,0,520,3217,7656,3621,10604,6395,4086,0,6238,38601,73341,15,18
NC,Carteret County,1p1c,846,445,947,796,468,594,583,4680,10152,5336,11366,9556,5612,7132,7000,56155,73341,15,18
NC,Carteret County,1p2c,846,652,1056,1060,543,987,663,5805,10152,7819,12671,12717,6511,11843,7953,69665,73341,15,18
NC,Carteret County,1p3c,1153,869,1102,1323,733,1108,912,7199,13836,10430,13222,15878,8793,13292,10942,86392,73341,15,18
NC,Carteret County,1p4c,1153,1064,1126,1587,803,1108,950,7790,13836,12768,13509,19039,9640,13292,11396,93479,73341,15,18
NC,Carteret County,2p0c,642,553,1059,1066,433,0,619,4372,7704,6638,12703,12790,5197,0,7428,52460,73341,15,18
NC,Carteret County,2p1c,846,689,1170,1329,556,594,777,5961,10152,8262,14037,15951,6672,7132,9323,71529,73341,15,18
NC,Carteret County,2p2c,846,872,1213,1593,622,987,807,6940,10152,10464,14556,19111,7470,11843,9687,83283,73341,15,18
NC,Carteret County,2p3c,1153,1065,1235,1856,804,1108,943,8163,13836,12775,14822,22272,9642,13292,11315,97956,73341,15,18
NC,Carteret County,2p4c,1153,1303,1240,2119,890,1108,969,8782,13836,15634,14882,25433,10678,13292,11633,105389,73341,15,18
NC,Caswell County,1p0c,589,243,952,389,301,0,463,2938,7068,2915,11429,4667,3617,0,5560,35256,61277,99,48
NC,Caswell County,1p1c,693,358,1017,581,381,526,436,3992,8316,4297,12204,6969,4570,6313,5231,47900,61277,99,48
NC,Caswell County,1p2c,693,525,1081,773,441,873,429,4815,8316,6295,12975,9272,5294,10482,5147,57781,61277,99,48
NC,Caswell County,1p3c,910,700,1124,964,583,980,513,5776,10920,8398,13493,11574,7000,11765,6160,69310,61277,99,48
NC,Caswell County,1p4c,910,857,1147,1156,640,980,461,6152,10920,10280,13763,13876,7682,11765,5536,73821,61277,99,48
NC,Caswell County,2p0c,608,445,1104,778,382,0,508,3824,7296,5345,13245,9334,4580,0,6091,45891,61277,99,48
NC,Caswell County,2p1c,693,554,1164,970,452,526,556,4915,8316,6652,13965,11636,5424,6313,6672,58978,61277,99,48
NC,Caswell County,2p2c,693,702,1204,1162,505,873,534,5674,8316,8425,14452,13938,6066,10482,6404,68083,61277,99,48
NC,Caswell County,2p3c,910,857,1225,1353,640,980,578,6544,10920,10286,14699,16241,7684,11765,6931,78525,61277,99,48
NC,Caswell County,2p4c,910,1049,1284,1545,710,980,533,7011,10920,12588,15402,18543,8518,11765,6391,84127,61277,99,48
NC,Catawba County,1p0c,596,254,860,450,308,0,462,2929,7149,3050,10318,5401,3695,0,5539,35152,65756,64,36
NC,Catawba County,1p1c,741,375,921,680,404,656,498,4275,8894,4495,11052,8157,4851,7875,5970,51295,65756,64,36
NC,Catawba County,1p2c,741,549,987,909,467,1048,518,5220,8894,6586,11849,10912,5609,12579,6215,62644,65756,64,36
NC,Catawba County,1p3c,961,732,1034,1139,614,1169,654,6303,11538,8787,12412,13667,7364,14026,7844,75638,65756,64,36
NC,Catawba County,1p4c,961,896,1106,1368,673,1169,658,6832,11538,10755,13271,16422,8078,14026,7899,81989,65756,64,36
NC,Catawba County,2p0c,599,466,1033,900,386,0,525,3909,7187,5592,12398,10803,4630,0,6298,46908,65756,64,36
NC,Catawba County,2p1c,741,580,1096,1130,479,656,643,5325,8894,6960,13149,13558,5745,7875,7717,63898,65756,64,36
NC,Catawba County,2p2c,741,735,1140,1359,535,1048,650,6208,8894,8815,13680,16313,6417,12579,7799,74497,65756,64,36
NC,Catawba County,2p3c,961,897,1217,1589,673,1169,730,7236,11538,10762,14599,19068,8080,14026,8757,86831,65756,64,36
NC,Catawba County,2p4c,961,1098,1226,1819,746,1169,689,7707,11538,13170,14707,21823,8953,14026,8270,92488,65756,64,36
NC,Chatham County,1p0c,779,297,966,381,390,0,550,3363,9352,3569,11586,4573,4682,0,6594,40357,86215,19,4
NC,Chatham County,1p1c,909,438,1084,576,488,724,617,4837,10911,5260,13008,6917,5859,8691,7398,58044,86215,19,4
NC,Chatham County,1p2c,909,642,1157,772,562,1157,683,5883,10911,7707,13888,9261,6746,13883,8196,70591,86215,19,4
NC,Chatham County,1p3c,1197,857,1209,967,744,1290,902,7166,14365,10281,14507,11605,8930,15480,10822,85990,86215,19,4
NC,Chatham County,1p4c,1197,1049,1239,1162,814,1290,911,7662,14365,12585,14864,13948,9765,15480,10935,91941,86215,19,4
NC,Chatham County,2p0c,781,545,1186,762,481,0,620,4375,9371,6543,14238,9147,5766,0,7436,52502,86215,19,4
NC,Chatham County,2p1c,909,679,1256,958,575,724,755,5855,10911,8144,15067,11491,6904,8691,9058,70266,86215,19,4
NC,Chatham County,2p2c,909,859,1304,1153,641,1157,778,6801,10911,10314,15651,13834,7690,13883,9330,81613,86215,19,4
NC,Chatham County,2p3c,1197,1049,1332,1348,814,1290,877,7908,14365,12592,15983,16178,9768,15480,10524,94890,86215,19,4
NC,Chatham County,2p4c,1197,1284,1398,1543,899,1290,897,8508,14365,15410,16772,18522,10789,15480,10760,102096,86215,19,4
NC,Cherokee County,1p0c,545,259,942,501,291,0,479,3016,6540,3102,11299,6011,3494,0,5751,36197,54235,58,73
NC,Cherokee County,1p1c,715,381,1007,748,397,542,501,4291,8580,4572,12080,8981,4765,6499,6012,51489,54235,58,73
NC,Cherokee County,1p2c,715,558,1073,996,461,899,518,5220,8580,6699,12872,11951,5536,10791,6215,62644,54235,58,73
NC,Cherokee County,1p3c,946,745,1118,1243,613,1009,663,6337,11352,8936,13414,14921,7351,12112,7953,76040,54235,58,73
NC,Cherokee County,1p4c,946,912,1143,1491,673,1009,658,6832,11352,10938,13712,17891,8077,12112,7896,81979,54235,58,73
NC,Cherokee County,2p0c,548,474,1105,1002,370,0,554,4053,6576,5687,13263,12022,4443,0,6650,48641,54235,58,73
NC,Cherokee County,2p1c,715,590,1167,1249,473,542,658,5393,8580,7078,14007,14992,5674,6499,7891,64721,54235,58,73
NC,Cherokee County,2p2c,715,747,1210,1497,530,899,661,6259,8580,8965,14518,17962,6357,10791,7930,75103,54235,58,73
NC,Cherokee County,2p3c,946,912,1233,1744,673,1009,733,7251,11352,10945,14794,20932,8079,12112,8796,87010,54235,58,73
NC,Cherokee County,2p4c,946,1116,1295,1992,747,1009,719,7824,11352,13394,15535,23902,8967,12112,8628,93890,54235,58,73
NC,Chowan County,1p0c,643,257,919,528,326,0,514,3186,7716,3081,11025,6335,3912,0,6164,38233,53509,37,77
NC,Chowan County,1p1c,808,378,967,789,430,574,543,4489,9696,4541,11604,9466,5159,6883,6516,53865,53509,37,77
NC,Chowan County,1p2c,808,554,1022,1050,494,952,571,5451,9696,6654,12263,12597,5924,11428,6853,65415,53509,37,77
NC,Chowan County,1p3c,1005,740,1057,1311,632,1069,715,6529,12060,8876,12688,15728,7586,12827,8581,78346,53509,37,77
NC,Chowan County,1p4c,1005,905,1073,1572,692,1069,721,7037,12060,10865,12871,18859,8307,12827,8657,84446,53509,37,77
NC,Chowan County,2p0c,647,471,1076,1056,405,0,594,4249,7764,5649,12914,12670,4860,0,7126,50983,53509,37,77
NC,Chowan County,2p1c,808,586,1128,1317,505,574,706,5623,9696,7031,13530,15801,6061,6883,8471,67473,53509,37,77
NC,Chowan County,2p2c,808,742,1161,1578,562,952,717,6519,9696,8905,13927,18932,6740,11428,8605,78232,53509,37,77
NC,Chowan County,2p3c,1005,906,1174,1839,692,1069,780,7465,12060,10872,14092,22063,8309,12827,9355,89579,53509,37,77
NC,Chowan County,2p4c,1005,1109,1224,2100,766,1069,777,8049,12060,13305,14687,25194,9191,12827,9320,96584,53509,37,77
NC,Clay County,1p0c,661,262,944,501,334,0,521,3224,7932,3144,11331,6011,4013,0,6256,38687,53223,42,78
NC,Clay County,1p1c,788,386,1004,748,425,560,534,4446,9456,4633,12043,8981,5105,6723,6406,53347,53223,42,78
NC,Clay County,1p2c,788,566,1065,996,490,930,556,5391,9456,6788,12782,11951,5886,11163,6669,64695,53223,42,78
NC,Clay County,1p3c,980,755,1106,1243,629,1044,694,6451,11760,9056,13276,14921,7542,12529,8325,77409,53223,42,78
NC,Clay County,1p4c,980,924,1127,1491,690,1044,695,6950,11760,11085,13526,17891,8278,12529,8337,83405,53223,42,78
NC,Clay County,2p0c,665,480,1103,1002,415,0,596,4262,7980,5763,13238,12022,4980,0,7158,51140,53223,42,78
NC,Clay County,2p1c,788,598,1161,1249,502,560,690,5549,9456,7173,13933,14992,6025,6723,8285,66587,53223,42,78
NC,Clay County,2p2c,788,757,1200,1497,560,930,698,6429,9456,9085,14398,17962,6718,11163,8373,77154,53223,42,78
NC,Clay County,2p3c,980,924,1219,1744,690,1044,756,7358,11760,11092,14629,20932,8280,12529,9077,88298,53223,42,78
NC,Clay County,2p4c,980,1131,1276,1992,765,1044,748,7936,11760,13573,15317,23902,9179,12529,8972,95233,53223,42,78
NC,Cleveland County,1p0c,494,230,891,450,262,0,426,2753,5928,2760,10694,5399,3148,0,5108,33037,53794,96,76
NC,Cleveland County,1p1c,693,339,942,672,374,536,436,3991,8316,4067,11304,8065,4487,6427,5231,47896,53794,96,76
NC,Cleveland County,1p2c,693,497,999,894,431,889,434,4837,8316,5959,11990,10731,5172,10671,5205,58045,53794,96,76
NC,Cleveland County,1p3c,919,662,1037,1116,573,998,529,5835,11028,7950,12447,13397,6876,11977,6347,70022,53794,96,76
NC,Cleveland County,1p4c,919,811,1055,1339,627,998,483,6231,11028,9731,12662,16063,7522,11977,5794,74778,53794,96,76
NC,Cleveland County,2p0c,545,422,1054,900,350,0,496,3767,6540,5060,12651,10798,4203,0,5951,45203,53794,96,76
NC,Cleveland County,2p1c,693,525,1108,1122,441,536,574,4998,8316,6297,13295,13464,5295,6427,6886,59979,53794,96,76
NC,Cleveland County,2p2c,693,665,1144,1344,492,889,558,5784,8316,7975,13722,16130,5903,10671,6694,69412,53794,96,76
NC,Cleveland County,2p3c,919,811,1160,1566,627,998,610,6692,11028,9737,13917,18796,7524,11977,7324,80303,53794,96,76
NC,Cleveland County,2p4c,919,993,1211,1788,693,998,569,7171,11028,11916,14531,21462,8314,11977,6825,86052,53794,96,76
NC,Columbus County,1p0c,547,243,916,463,286,0,458,2913,6564,2915,10993,5555,3435,0,5500,34962,49960,87,89
NC,Columbus County,1p1c,693,358,972,692,381,528,455,4078,8316,4297,11664,8298,4570,6334,5459,48937,49960,87,89
NC,Columbus County,1p2c,693,525,1030,920,441,876,457,4942,8316,6295,12361,11042,5294,10517,5484,59309,49960,87,89
NC,Columbus County,1p3c,923,700,1068,1149,588,984,566,5977,11076,8398,12811,13786,7056,11804,6797,71728,49960,87,89
NC,Columbus County,1p4c,923,857,1084,1377,645,984,528,6398,11076,10280,13012,16529,7738,11804,6337,76776,49960,87,89
NC,Columbus County,2p0c,550,445,1070,926,361,0,516,3868,6600,5345,12836,11110,4328,0,6198,46416,49960,87,89
NC,Columbus County,2p1c,693,554,1124,1154,452,528,596,5101,8316,6652,13487,13853,5424,6334,7148,61214,49960,87,89
NC,Columbus County,2p2c,693,702,1159,1383,505,876,584,5902,8316,8425,13906,16597,6066,10517,7004,70830,49960,87,89
NC,Columbus County,2p3c,923,857,1174,1612,645,984,642,6837,11076,10286,14088,19340,7740,11804,7707,82042,49960,87,89
NC,Columbus County,2p4c,923,1049,1225,1840,715,984,607,7342,11076,12588,14697,22084,8574,11804,7286,88109,49960,87,89
NC,Craven County,1p0c,728,278,883,525,365,0,541,3319,8736,3341,10591,6301,4376,0,6488,39834,66245,12,33
NC,Craven County,1p1c,947,410,934,792,492,760,647,4981,11364,4924,11204,9504,5902,9114,7761,59772,66245,12,33
NC,Craven County,1p2c,947,601,991,1059,561,1213,745,6118,11364,7214,11894,12706,6731,14558,8944,73412,66245,12,33
NC,Craven County,1p3c,1284,802,1030,1326,756,1353,1022,7572,15408,9623,12357,15908,9070,16233,12266,90866,66245,12,33
NC,Craven County,1p4c,1284,982,1093,1593,821,1353,1074,8199,15408,11780,13114,19111,9851,16233,12887,98383,66245,12,33
NC,Craven County,2p0c,750,510,1050,1050,457,0,636,4453,9000,6125,12596,12603,5480,0,7628,53432,66245,12,33
NC,Craven County,2p1c,947,635,1104,1317,573,760,817,6153,11364,7623,13245,15805,6880,9114,9806,73836,66245,12,33
NC,Craven County,2p2c,947,805,1140,1584,635,1213,859,7182,11364,9654,13678,19008,7616,14558,10305,86183,66245,12,33
NC,Craven County,2p3c,1284,982,1208,1851,821,1353,1042,8541,15408,11787,14496,22210,9854,16233,12503,102490,66245,12,33
NC,Craven County,2p4c,1284,1202,1209,2118,901,1353,1068,9134,15408,14425,14502,25412,10810,16233,12813,109602,66245,12,33
NC,Cumberland County,1p0c,726,255,814,497,355,0,507,3155,8712,3061,9767,5965,4266,0,6088,37858,57466,27,62
NC,Cumberland County,1p1c,869,376,859,750,451,728,566,4599,10428,4511,10302,9001,5413,8736,6796,55186,57466,27,62
NC,Cumberland County,1p2c,869,551,916,1003,514,1163,618,5634,10428,6609,10987,12036,6173,13953,7416,67603,57466,27,62
NC,Cumberland County,1p3c,1208,735,955,1256,704,1297,855,7009,14496,8817,11457,15072,8447,15559,10260,84106,57466,27,62
NC,Cumberland County,1p4c,1208,899,1015,1509,764,1297,886,7578,14496,10792,12184,18107,9163,15559,10631,90932,57466,27,62
NC,Cumberland County,2p0c,743,468,986,994,439,0,587,4217,8916,5611,11831,11931,5264,0,7048,50602,57466,27,62
NC,Cumberland County,2p1c,869,582,1040,1247,526,728,726,5718,10428,6984,12480,14966,6309,8736,8711,68614,57466,27,62
NC,Cumberland County,2p2c,869,737,1077,1500,582,1163,751,6679,10428,8845,12923,18002,6983,13953,9017,80151,57466,27,62
NC,Cumberland County,2p3c,1208,900,1143,1753,764,1297,889,7954,14496,10799,13722,21037,9165,15559,10666,95444,57466,27,62
NC,Cumberland County,2p4c,1208,1101,1145,2006,837,1297,890,8484,14496,13215,13741,24072,10041,15559,10684,101808,57466,27,62
NC,Currituck County,1p0c,926,310,986,520,448,0,644,3834,11111,3725,11837,6241,5376,0,7723,46013,82694,2,8
NC,Currituck County,1p1c,1106,457,1108,784,567,831,787,5640,13276,5489,13299,9414,6799,9967,9440,67683,82694,2,8
NC,Currituck County,1p2c,1106,670,1183,1049,644,1327,973,6952,13276,8043,14194,12586,7725,15919,11677,83420,82694,2,8
NC,Currituck County,1p3c,1561,894,1235,1313,889,1479,1368,8740,18727,10729,14819,15759,10673,17751,16417,104876,82694,2,8
NC,Currituck County,1p4c,1561,1094,1265,1578,962,1479,1430,9369,18727,13133,15176,18931,11544,17751,17159,112422,82694,2,8
NC,Currituck County,2p0c,938,569,1205,1040,546,0,760,5058,11250,6829,14462,12483,6551,0,9118,60692,82694,2,8
NC,Currituck County,2p1c,1106,708,1276,1305,657,831,961,6844,13276,8499,15308,15655,7890,9967,11531,82126,82694,2,8
NC,Currituck County,2p2c,1106,897,1325,1569,726,1327,1027,7977,13276,10764,15899,18828,8710,15919,12326,95723,82694,2,8
NC,Currituck County,2p3c,1561,1095,1353,1833,962,1479,1336,9619,18727,13142,16232,22000,11547,17751,16028,115428,82694,2,8
NC,Currituck County,2p4c,1561,1340,1419,2098,1051,1479,1408,10355,18727,16082,17027,25173,12613,17751,16891,124264,82694,2,8
NC,Dare County,1p0c,837,329,893,533,422,0,600,3614,10044,3943,10720,6395,5068,0,7204,43373,72849,7,19
NC,Dare County,1p1c,976,484,949,796,529,633,656,5024,11712,5810,11389,9556,6349,7598,7869,60283,72849,7,19
NC,Dare County,1p2c,976,709,1054,1060,611,1051,778,6239,11712,8513,12644,12717,7328,12617,9333,74864,72849,7,19
NC,Dare County,1p3c,1347,946,1097,1323,831,1180,1095,7819,16164,11357,13161,15878,9972,14161,13134,93826,72849,7,19
NC,Dare County,1p4c,1347,1158,1118,1587,908,1180,1150,8448,16164,13902,13417,19039,10894,14161,13802,101378,72849,7,19
NC,Dare County,2p0c,852,602,1070,1066,527,0,713,4830,10224,7228,12839,12790,6324,0,8559,57963,72849,7,19
NC,Dare County,2p1c,976,750,1178,1329,625,633,858,6349,11712,8996,14136,15951,7503,7598,10298,76194,72849,7,19
NC,Dare County,2p2c,976,949,1219,1593,698,1051,903,7388,11712,11393,14623,19111,8372,12617,10832,88661,72849,7,19
NC,Dare County,2p3c,1347,1159,1238,1856,908,1180,1110,8799,16164,13910,14859,22272,10897,14161,13325,105589,72849,7,19
NC,Dare County,2p4c,1347,1419,1241,2119,1002,1180,1158,9466,16164,17023,14896,25433,12025,14161,13894,113596,72849,7,19
NC,Davidson County,1p0c,558,234,884,362,287,0,425,2751,6696,2812,10608,4345,3445,0,5102,33008,62547,94,44
