State ,County,Family,Housing1,Food1,Transportation1,Healthcare1,Other Necessities1,Childcare1,Taxes1,Total1,Housing2,Food2,Transportation2,Healthcare2,Other Necessities 2,Childcare2,Taxes2,Total2,median_family_income,st_cost_rank,st_income_rank
NC,Davidson County,1p1c,705,345,945,548,381,661,444,4029,8460,4144,11338,6576,4567,7932,5329,48346,62547,94,44
NC,Davidson County,1p2c,705,506,1010,734,439,1056,447,4896,8460,6071,12118,8806,5265,12669,5361,58752,62547,94,44
NC,Davidson County,1p3c,958,675,1101,920,592,1177,571,5993,11496,8099,13209,11037,7100,14127,6847,71915,62547,94,44
NC,Davidson County,1p4c,958,826,1127,1106,646,1177,517,6357,11496,9914,13521,13267,7758,14127,6204,76287,62547,94,44
NC,Davidson County,2p0c,562,430,1056,724,359,0,460,3591,6744,5155,12671,8691,4311,0,5523,43096,62547,94,44
NC,Davidson County,2p1c,705,535,1117,910,449,661,561,4938,8460,6416,13407,10921,5390,7932,6732,59258,62547,94,44
NC,Davidson County,2p2c,705,677,1212,1096,501,1056,564,5810,8460,8125,14545,13152,6009,12669,6762,69723,62547,94,44
NC,Davidson County,2p3c,958,827,1236,1282,647,1177,623,6750,11496,9920,14836,15382,7760,14127,7477,80998,62547,94,44
NC,Davidson County,2p4c,958,1012,1244,1468,714,1177,560,7132,11496,12140,14926,17613,8564,14127,6720,85586,62547,94,44
NC,Davie County,1p0c,584,265,928,362,308,0,456,2903,7006,3185,11134,4345,3693,0,5475,34838,74547,70,14
NC,Davie County,1p1c,772,391,998,548,421,679,506,4315,9262,4694,11970,6576,5057,8150,6075,51785,74547,70,14
NC,Davie County,1p2c,772,573,1067,734,487,1085,522,5240,9262,6878,12805,8806,5848,13019,6268,62886,74547,70,14
NC,Davie County,1p3c,1039,765,1164,920,654,1210,692,6443,12473,9175,13970,11037,7844,14516,8299,77315,74547,70,14
NC,Davie County,1p4c,1039,936,1193,1106,716,1210,670,6869,12473,11231,14320,13267,8589,14516,8037,82434,74547,70,14
NC,Davie County,2p0c,627,487,1094,724,403,0,512,3847,7522,5839,13123,8691,4841,0,6146,46163,74547,70,14
NC,Davie County,2p1c,772,606,1159,910,499,679,628,5253,9262,7268,13909,10921,5989,8150,7534,63035,74547,70,14
NC,Davie County,2p2c,772,767,1259,1096,558,1085,644,6181,9262,9205,15110,13152,6691,13019,7728,74166,74547,70,14
NC,Davie County,2p3c,1039,937,1286,1282,716,1210,720,7189,12473,11238,15436,15382,8592,14516,8635,86273,74547,70,14
NC,Davie County,2p4c,1039,1146,1297,1468,792,1210,669,7621,12473,13753,15560,17613,9503,14516,8032,91450,74547,70,14
NC,Duplin County,1p0c,527,247,931,463,281,0,457,2906,6324,2967,11174,5555,3367,0,5481,34868,53994,83,74
NC,Duplin County,1p1c,699,364,985,692,385,528,463,4117,8388,4373,11819,8298,4624,6337,5560,49399,53994,83,74
NC,Duplin County,1p2c,699,534,1041,920,447,877,466,4984,8388,6407,12497,11042,5361,10523,5595,59812,53994,83,74
NC,Duplin County,1p3c,869,712,1077,1149,573,984,550,5915,10428,8548,12930,13786,6876,11811,6598,70975,53994,83,74
NC,Duplin County,1p4c,869,872,1093,1377,631,984,512,6338,10428,10463,13116,16529,7570,11811,6142,76058,53994,83,74
NC,Duplin County,2p0c,530,453,1085,926,356,0,516,3867,6360,5440,13020,11110,4276,0,6194,46399,53994,83,74
NC,Duplin County,2p1c,699,564,1137,1154,458,528,605,5146,8388,6771,13650,13853,5493,6337,7263,61754,53994,83,74
NC,Duplin County,2p2c,699,715,1171,1383,512,877,594,5951,8388,8575,14051,16597,6146,10523,7130,71410,53994,83,74
NC,Duplin County,2p3c,869,872,1185,1612,631,984,631,6784,10428,10469,14217,19340,7572,11811,7567,81405,53994,83,74
NC,Duplin County,2p4c,869,1068,1235,1840,702,984,596,7294,10428,12812,14815,22084,8421,11811,7155,87525,53994,83,74
NC,Durham County,1p0c,984,284,775,381,459,0,567,3450,11809,3403,9296,4573,5512,0,6805,41398,83443,13,7
NC,Durham County,1p1c,1148,418,876,576,567,817,665,5068,13777,5015,10515,6917,6809,9799,7980,60812,83443,13,7
NC,Durham County,1p2c,1148,612,953,772,638,1304,765,6192,13777,7348,11431,9261,7655,15651,9183,74306,83443,13,7
NC,Durham County,1p3c,1512,817,1009,967,844,1454,1044,7647,18139,9803,12114,11605,10124,17452,12531,91767,83443,13,7
NC,Durham County,1p4c,1512,1000,1045,1162,910,1454,1056,8139,18139,11999,12544,13948,10920,17452,12669,97671,83443,13,7
NC,Durham County,2p0c,986,520,1004,762,546,0,636,4454,11833,6239,12049,9147,6548,0,7631,53448,83443,13,7
NC,Durham County,2p1c,1148,647,1077,958,650,817,807,6104,13777,7765,12926,11491,7806,9799,9682,73245,83443,13,7
NC,Durham County,2p2c,1148,820,1132,1153,713,1304,844,7114,13777,9834,13581,13834,8555,15651,10131,85365,83443,13,7
NC,Durham County,2p3c,1512,1001,1166,1348,910,1454,1003,8394,18139,12007,13991,16178,10923,17452,12039,100728,83443,13,7
NC,Durham County,2p4c,1512,1224,1232,1543,991,1454,1022,8979,18139,14693,14785,18522,11896,17452,12267,107754,83443,13,7
NC,Edgecombe County,1p0c,552,246,887,511,289,0,466,2952,6629,2957,10641,6133,3473,0,5595,35428,46212,48,96
NC,Edgecombe County,1p1c,713,363,933,771,390,649,509,4327,8551,4358,11197,9252,4677,7787,6105,51928,46212,48,96
NC,Edgecombe County,1p2c,713,532,989,1031,451,1036,532,5283,8551,6385,11865,12371,5412,12437,6380,63402,46212,48,96
NC,Edgecombe County,1p3c,970,710,1026,1291,609,1156,695,6457,11645,8518,12312,15490,7306,13868,8345,77483,46212,48,96
NC,Edgecombe County,1p4c,970,869,1043,1551,666,1156,695,6950,11645,10426,12520,18609,7997,13868,8335,83401,46212,48,96
NC,Edgecombe County,2p0c,556,452,1050,1022,365,0,540,3986,6673,5421,12605,12267,4382,0,6486,47834,46212,48,96
NC,Edgecombe County,2p1c,713,562,1103,1282,462,649,667,5438,8551,6747,13235,15386,5543,7787,8003,65251,46212,48,96
NC,Edgecombe County,2p2c,713,712,1138,1542,516,1036,677,6334,8551,8545,13653,18505,6195,12437,8126,76012,46212,48,96
NC,Edgecombe County,2p3c,970,869,1153,1802,667,1156,761,7378,11645,10433,13841,21623,7999,13868,9129,88538,46212,48,96
NC,Edgecombe County,2p4c,970,1064,1204,2062,737,1156,749,7943,11645,12767,14452,24742,8845,13868,8992,95312,46212,48,96
NC,Forsyth County,1p0c,641,263,786,362,327,0,439,2818,7687,3154,9434,4345,3928,0,5267,33815,69169,65,23
NC,Forsyth County,1p1c,847,387,848,548,447,709,500,4287,10163,4648,10177,6576,5367,8508,6001,51441,69169,65,23
NC,Forsyth County,1p2c,847,568,920,734,513,1132,521,5234,10163,6811,11038,8806,6150,13589,6251,62808,69169,65,23
NC,Forsyth County,1p3c,1141,757,1015,920,688,1263,703,6486,13687,9086,12180,11037,8251,15153,8441,77834,69169,65,23
NC,Forsyth County,1p4c,1141,927,1050,1106,749,1263,685,6920,13687,11121,12597,13267,8989,15153,8223,83037,69169,65,23
NC,Forsyth County,2p0c,688,482,968,724,424,0,500,3785,8254,5782,11614,8691,5086,0,5996,45423,69169,65,23
NC,Forsyth County,2p1c,847,600,1036,910,524,709,628,5255,10163,7197,12437,10921,6290,8508,7539,63055,69169,65,23
NC,Forsyth County,2p2c,847,760,1136,1096,582,1132,649,6202,10163,9115,13636,13152,6985,13589,7783,74423,69169,65,23
NC,Forsyth County,2p3c,1141,927,1169,1282,749,1263,737,7268,13687,11128,14033,15382,8991,15153,8841,87216,69169,65,23
NC,Forsyth County,2p4c,1141,1135,1186,1468,824,1263,689,7705,13687,13618,14233,17613,9894,15153,8263,92460,69169,65,23
NC,Franklin County,1p0c,764,259,1013,376,371,0,542,3326,9172,3113,12159,4513,4451,0,6504,39913,68452,34,26
NC,Franklin County,1p1c,905,382,1089,569,467,726,595,4733,10865,4587,13073,6827,5599,8709,7136,56797,68452,34,26
NC,Franklin County,1p2c,905,560,1161,762,531,1159,640,5719,10865,6721,13937,9141,6372,13912,7683,68631,68452,34,26
NC,Franklin County,1p3c,1139,747,1211,955,683,1293,801,6828,13663,8966,14533,11455,8199,15512,9609,81938,68452,34,26
NC,Franklin County,1p4c,1139,915,1287,1147,744,1293,813,7338,13663,10975,15448,13769,8927,15512,9760,88054,68452,34,26
NC,Franklin County,2p0c,795,476,1191,752,460,0,599,4272,9534,5706,14291,9027,5522,0,7183,51264,68452,34,26
NC,Franklin County,2p1c,905,592,1258,945,543,726,720,5689,10865,7102,15101,11341,6510,8709,8639,68267,68452,34,26
NC,Franklin County,2p2c,905,750,1305,1138,600,1159,732,6589,10865,8995,15662,13655,7196,13912,8784,79068,68452,34,26
NC,Franklin County,2p3c,1139,915,1385,1331,744,1293,813,7619,13663,10982,16620,15969,8930,15512,9758,91433,68452,34,26
NC,Franklin County,2p4c,1139,1120,1393,1524,818,1293,782,8068,13663,13439,16717,18283,9820,15512,9379,96813,68452,34,26
NC,Gaston County,1p0c,768,246,874,398,367,0,509,3163,9212,2957,10488,4777,4409,0,6107,37951,66341,40,32
NC,Gaston County,1p1c,895,363,978,602,456,733,565,4591,10743,4358,11734,7223,5471,8793,6777,55098,66341,40,32
NC,Gaston County,1p2c,895,532,1048,806,517,1170,602,5570,10743,6385,12579,9668,6206,14044,7220,66844,66341,40,32
NC,Gaston County,1p3c,1181,710,1099,1009,685,1305,781,6770,14168,8518,13183,12113,8220,15660,9377,81238,66341,40,32
NC,Gaston County,1p4c,1181,869,1128,1213,743,1305,775,7213,14168,10426,13532,14558,8911,15660,9304,86560,66341,40,32
NC,Gaston County,2p0c,786,452,1104,796,448,0,576,4162,9427,5421,13247,9555,5380,0,6915,49944,66341,40,32
NC,Gaston County,2p1c,895,562,1171,1000,528,733,699,5587,10743,6747,14048,12000,6337,8793,8382,67050,66341,40,32
NC,Gaston County,2p2c,895,712,1218,1204,582,1170,712,6494,10743,8545,14621,14445,6989,14044,8539,77925,66341,40,32
NC,Gaston County,2p3c,1181,869,1246,1408,743,1305,798,7549,14168,10433,14948,16890,8914,15660,9575,90588,66341,40,32
NC,Gaston County,2p4c,1181,1064,1308,1611,813,1305,780,8062,14168,12767,15692,19335,9760,15660,9361,96743,66341,40,32
NC,Gates County,1p0c,622,259,985,520,319,0,522,3227,7464,3102,11821,6241,3829,0,6263,38719,62893,24,42
NC,Gates County,1p1c,743,381,1054,784,407,673,569,4612,8916,4572,12654,9414,4887,8071,6829,55342,62893,24,42
NC,Gates County,1p2c,743,558,1121,1049,471,1074,618,5635,8916,6699,13452,12586,5658,12892,7422,67624,62893,24,42
NC,Gates County,1p3c,971,745,1216,1313,622,1198,817,6881,11652,8936,14592,15759,7460,14375,9800,82574,62893,24,42
NC,Gates County,1p4c,971,912,1240,1578,682,1198,838,7418,11652,10938,14882,18931,8185,14375,10052,89016,62893,24,42
NC,Gates County,2p0c,630,474,1136,1040,400,0,600,4280,7560,5687,13629,12483,4800,0,7203,51363,62893,24,42
NC,Gates County,2p1c,743,590,1198,1305,483,673,726,5717,8916,7078,14378,15655,5795,8071,8709,68603,62893,24,42
NC,Gates County,2p2c,743,747,1296,1569,540,1074,763,6731,8916,8965,15547,18828,6479,12892,9151,80777,62893,24,42
NC,Gates County,2p3c,971,912,1318,1833,682,1198,843,7758,11652,10945,15814,22000,8188,14375,10118,93092,62893,24,42
NC,Gates County,2p4c,971,1116,1323,2098,756,1198,844,8306,11652,13394,15880,25173,9075,14375,10123,99672,62893,24,42
NC,Graham County,1p0c,536,267,961,501,291,0,484,3040,6432,3206,11535,6011,3492,0,5810,36486,50939,54,86
NC,Graham County,1p1c,693,394,1028,748,394,536,502,4295,8316,4725,12341,8981,4725,6430,6023,51541,50939,54,86
NC,Graham County,1p2c,693,577,1095,996,460,890,520,5230,8316,6923,13136,11951,5522,10677,6241,62766,50939,54,86
NC,Graham County,1p3c,862,770,1140,1243,591,999,637,6241,10344,9235,13675,14921,7094,11983,7644,74897,50939,54,86
NC,Graham County,1p4c,862,942,1164,1491,654,999,630,6741,10344,11304,13967,17891,7844,11983,7559,80893,50939,54,86
NC,Graham County,2p0c,540,490,1120,1002,373,0,561,4086,6480,5878,13441,12022,4478,0,6728,49026,50939,54,86
NC,Graham County,2p1c,693,610,1182,1249,472,536,659,5401,8316,7315,14188,14992,5664,6430,7911,64815,50939,54,86
NC,Graham County,2p2c,693,772,1224,1497,531,890,663,6270,8316,9264,14694,17962,6370,10677,7960,75243,50939,54,86
NC,Graham County,2p3c,862,943,1247,1744,654,999,714,7162,10344,11311,14963,20932,7847,11983,8563,85943,50939,54,86
NC,Graham County,2p4c,862,1154,1309,1992,730,999,698,7744,10344,13842,15708,23902,8764,11983,8381,92925,50939,54,86
NC,Granville County,1p0c,626,256,928,448,320,0,490,3067,7512,3071,11141,5375,3835,0,5875,36809,69095,46,25
NC,Granville County,1p1c,830,377,990,669,437,570,524,4397,9960,4526,11876,8029,5249,6840,6282,52762,69095,46,25
NC,Granville County,1p2c,830,553,1052,890,501,946,537,5310,9960,6631,12627,10683,6012,11357,6449,63719,69095,46,25
NC,Granville County,1p3c,1032,737,1142,1111,641,1062,682,6407,12384,8846,13698,13337,7693,12747,8183,76888,69095,46,25
NC,Granville County,1p4c,1032,902,1164,1333,701,1062,667,6861,12384,10829,13962,15991,8411,12747,8004,82328,69095,46,25
NC,Granville County,2p0c,630,469,1090,896,398,0,550,4033,7560,5630,13078,10750,4779,0,6600,48397,69095,46,25
NC,Granville County,2p1c,830,584,1148,1117,512,570,664,5426,9960,7007,13781,13404,6148,6840,7974,65113,69095,46,25
NC,Granville County,2p2c,830,740,1241,1338,569,946,679,6343,9960,8875,14890,16058,6825,11357,8148,76113,69095,46,25
NC,Granville County,2p3c,1032,903,1261,1559,701,1062,733,7252,12384,10835,15132,18712,8413,12747,8798,87021,69095,46,25
NC,Granville County,2p4c,1032,1105,1264,1781,774,1062,689,7708,12384,13260,15172,21366,9292,12747,8271,92492,69095,46,25
NC,Greene County,1p0c,522,260,940,519,283,0,476,3001,6264,3123,11284,6227,3401,0,5713,36012,56454,59,66
NC,Greene County,1p1c,693,384,998,775,390,539,498,4276,8316,4602,11973,9304,4681,6466,5975,51318,56454,59,66
NC,Greene County,1p2c,693,562,1056,1032,455,895,515,5208,8316,6743,12677,12382,5457,10736,6182,62492,56454,59,66
NC,Greene County,1p3c,898,750,1095,1288,597,1004,647,6279,10776,8996,13134,15459,7164,12050,7765,75344,56454,59,66
NC,Greene County,1p4c,898,918,1159,1545,658,1004,661,6843,10776,11012,13908,18537,7894,12050,7938,82114,56454,59,66
NC,Greene County,2p0c,526,477,1091,1038,363,0,553,4049,6312,5725,13097,12454,4362,0,6639,48589,56454,59,66
NC,Greene County,2p1c,693,594,1146,1294,466,539,657,5389,8316,7126,13752,15531,5595,6466,7879,64664,56454,59,66
NC,Greene County,2p2c,693,752,1181,1551,524,895,660,6256,8316,9025,14176,18609,6283,10736,7922,75066,56454,59,66
NC,Greene County,2p3c,898,918,1250,1807,658,1004,738,7273,10776,11018,14996,21686,7897,12050,8854,87278,56454,59,66
NC,Greene County,2p4c,898,1124,1249,2064,733,1004,707,7778,10776,13484,14984,24763,8790,12050,8485,93333,56454,59,66
NC,Guilford County,1p0c,747,270,787,362,368,0,478,3012,8959,3237,9442,4345,4419,0,5740,36142,69162,49,24
NC,Guilford County,1p1c,888,398,848,548,466,716,521,4384,10658,4771,10174,6576,5591,8589,6250,52608,69162,49,24
NC,Guilford County,1p2c,888,582,919,734,533,1143,545,5344,10658,6990,11024,8806,6395,13719,6539,64131,69162,49,24
NC,Guilford County,1p3c,1174,777,1013,920,707,1275,734,6599,14083,9325,12151,11037,8482,15297,8811,79185,69162,49,24
NC,Guilford County,1p4c,1174,951,1046,1106,770,1275,724,7045,14083,11414,12551,13267,9239,15297,8685,84536,69162,49,24
NC,Guilford County,2p0c,776,495,968,724,460,0,535,3957,9306,5935,11615,8691,5522,0,6414,47483,69162,49,24
NC,Guilford County,2p1c,888,616,1036,910,545,716,651,5361,10658,7386,12426,10921,6538,8589,7808,64327,69162,49,24
NC,Guilford County,2p2c,888,780,1134,1096,604,1143,674,6319,10658,9354,13610,13152,7251,13719,8088,75833,69162,49,24
NC,Guilford County,2p3c,1174,952,1166,1282,770,1275,761,7379,14083,11421,13991,15382,9241,15297,9131,88547,69162,49,24
NC,Guilford County,2p4c,1174,1165,1181,1468,847,1275,720,7829,14083,13977,14171,17613,10167,15297,8643,93952,69162,49,24
NC,Halifax County,1p0c,564,245,907,528,293,0,479,3016,6768,2936,10888,6335,3516,0,5750,36193,45919,55,98
NC,Halifax County,1p1c,748,361,951,789,402,542,502,4294,8976,4327,11412,9466,4820,6503,6019,51523,45919,55,98
NC,Halifax County,1p2c,748,528,1003,1050,462,900,515,5206,8976,6340,12037,12597,5550,10797,6178,62475,45919,55,98
NC,Halifax County,1p3c,937,705,1036,1311,595,1010,633,6227,11244,8458,12436,15728,7139,12119,7597,74720,45919,55,98
NC,Halifax County,1p4c,937,863,1050,1572,652,1010,617,6700,11244,10353,12596,18859,7825,12119,7407,80404,45919,55,98
NC,Halifax County,2p0c,568,449,1067,1056,368,0,556,4064,6816,5383,12805,12670,4420,0,6676,48769,45919,55,98
NC,Halifax County,2p1c,748,558,1116,1317,473,542,662,5416,8976,6700,13389,15801,5680,6503,7949,64997,45919,55,98
NC,Halifax County,2p2c,748,707,1147,1578,527,900,663,6270,8976,8485,13759,18932,6327,10797,7959,75234,45919,55,98
NC,Halifax County,2p3c,937,863,1158,1839,652,1010,717,7176,11244,10359,13900,22063,7828,12119,8600,86113,45919,55,98
NC,Halifax County,2p4c,937,1056,1205,2100,722,1010,693,7723,11244,12678,14460,25194,8668,12119,8319,92681,45919,55,98
NC,Harnett County,1p0c,595,271,922,505,314,0,497,3104,7140,3258,11060,6059,3768,0,5964,37249,66126,39,34
NC,Harnett County,1p1c,790,400,973,754,431,579,538,4466,9480,4801,11670,9053,5175,6953,6458,53589,66126,39,34
NC,Harnett County,1p2c,790,586,1029,1004,499,962,567,5437,9480,7035,12345,12047,5984,11545,6809,65245,66126,39,34
NC,Harnett County,1p3c,1125,782,1066,1253,691,1080,785,6781,13500,9384,12787,15041,8292,12958,9415,81377,66126,39,34
NC,Harnett County,1p4c,1125,957,1128,1503,754,1080,823,7371,13500,11487,13538,18035,9054,12958,9880,88452,66126,39,34
NC,Harnett County,2p0c,599,498,1080,1010,397,0,576,4160,7188,5973,12964,12118,4769,0,6910,49921,66126,39,34
NC,Harnett County,2p1c,790,619,1133,1259,511,579,699,5591,9480,7434,13595,15112,6128,6953,8391,67093,66126,39,34
NC,Harnett County,2p2c,790,785,1167,1509,571,962,712,6495,9480,9414,14006,18106,6846,11545,8541,77938,66126,39,34
NC,Harnett County,2p3c,1125,958,1234,1758,755,1080,842,7752,13500,11494,14813,21100,9056,12958,10103,93024,66126,39,34
NC,Harnett County,2p4c,1125,1172,1233,2008,832,1080,839,8289,13500,14066,14794,24094,9988,12958,10070,99471,66126,39,34
NC,Haywood County,1p0c,587,267,900,493,309,0,484,3041,7044,3206,10804,5917,3714,0,5812,36497,67951,26,28
NC,Haywood County,1p1c,827,394,959,744,442,696,574,4636,9924,4725,11504,8929,5308,8348,6889,55627,67951,26,28
NC,Haywood County,1p2c,827,577,1021,995,509,1111,627,5666,9924,6923,12253,11941,6104,13335,7519,67998,67951,26,28
NC,Haywood County,1p3c,1051,770,1064,1246,660,1239,801,6830,12612,9235,12764,14952,7916,14869,9617,81965,67951,26,28
NC,Haywood County,1p4c,1051,942,1132,1497,722,1239,839,7422,12612,11304,13584,17964,8666,14869,10066,89065,67951,26,28
NC,Haywood County,2p0c,726,490,1070,986,441,0,608,4321,8712,5878,12834,11835,5286,0,7301,51846,67951,26,28
NC,Haywood County,2p1c,827,610,1128,1237,521,696,733,5751,9924,7315,13536,14846,6246,8348,8795,69011,67951,26,28
NC,Haywood County,2p2c,827,772,1168,1488,579,1111,756,6702,9924,9264,14015,17858,6953,13335,9076,80425,67951,26,28
NC,Haywood County,2p3c,1051,943,1241,1739,722,1239,849,7784,12612,11311,14894,20870,8668,14869,10187,93410,67951,26,28
NC,Haywood County,2p4c,1051,1154,1245,1990,799,1239,849,8327,12612,13842,14944,23881,9585,14869,10188,99922,67951,26,28
NC,Henderson County,1p0c,1001,255,906,493,455,0,623,3734,12014,3061,10875,5917,5462,0,7480,44809,73836,3,16
NC,Henderson County,1p1c,1168,376,970,744,560,851,735,5405,14020,4511,11644,8929,6714,10215,8826,64858,73836,3,16
NC,Henderson County,1p2c,1168,551,1081,995,623,1360,896,6674,14020,6609,12974,11941,7475,16316,10754,80088,73836,3,16
NC,Henderson County,1p3c,1600,735,1129,1246,846,1516,1239,8310,19194,8817,13545,14952,10149,18193,14872,99722,73836,3,16
NC,Henderson County,1p4c,1600,899,1155,1497,905,1516,1272,8844,19194,10792,13858,17964,10865,18193,15265,106131,73836,3,16
NC,Henderson County,2p0c,1004,468,1081,986,533,0,702,4774,12047,5611,12974,11835,6398,0,8420,57286,73836,3,16
NC,Henderson County,2p1c,1168,582,1195,1237,634,851,904,6572,14020,6984,14337,14846,7611,10215,10854,78866,73836,3,16
NC,Henderson County,2p2c,1168,737,1240,1488,690,1360,956,7639,14020,8845,14875,17858,8285,16316,11470,91668,73836,3,16
NC,Henderson County,2p3c,1600,900,1264,1739,906,1516,1197,9121,19194,10799,15165,20870,10868,18193,14362,109450,73836,3,16
NC,Henderson County,2p4c,1600,1101,1271,1990,979,1516,1213,9670,19194,13215,15252,23881,11743,18193,14561,116040,73836,3,16
NC,Hertford County,1p0c,579,239,926,528,297,0,487,3056,6948,2874,11112,6335,3559,0,5848,36675,49935,50,90
NC,Hertford County,1p1c,768,353,974,789,406,547,514,4351,9216,4235,11689,9466,4874,6565,6165,52211,49935,50,90
NC,Hertford County,1p2c,768,517,1028,1050,466,908,527,5264,9216,6206,12332,12597,5588,10901,6329,63169,49935,50,90
NC,Hertford County,1p3c,955,690,1061,1311,596,1020,647,6280,11460,8279,12737,15728,7152,12235,7769,75360,49935,50,90
NC,Hertford County,1p4c,955,844,1075,1572,652,1020,633,6751,11460,10134,12900,18859,7824,12235,7594,81007,49935,50,90
NC,Hertford County,2p0c,583,439,1079,1056,370,0,561,4088,6996,5269,12942,12670,4444,0,6734,49055,49935,50,90
NC,Hertford County,2p1c,768,546,1128,1317,476,547,670,5453,9216,6558,13541,15801,5715,6565,8042,65438,49935,50,90
NC,Hertford County,2p2c,768,692,1160,1578,529,908,671,6306,9216,8305,13917,18932,6349,10901,8053,75673,49935,50,90
NC,Hertford County,2p3c,955,845,1172,1839,652,1020,723,7205,11460,10140,14062,22063,7826,12235,8676,86463,49935,50,90
NC,Hertford County,2p4c,955,1034,1219,2100,721,1020,699,7748,11460,12409,14631,25194,8649,12235,8393,92971,49935,50,90
NC,Hoke County,1p0c,617,253,922,497,315,0,497,3102,7404,3040,11067,5965,3784,0,5958,37218,58082,38,59
NC,Hoke County,1p1c,731,373,972,750,400,677,532,4435,8772,4480,11668,9001,4802,8122,6381,53225,58082,38,59
